,title,text,url
319,Meg Whitman to Step Down as Hewlett Packard Enterprise C.E.O. - The New York Times,"[In 1998, she joined a fledgling start-up, eBay, steering it as it rode the early growth of the internet and making Ms. Whitman a billionaire.“At HP, she was handed a tough hand in a legacy business — the opposite of eBay,” said A. M. Sacconaghi, an analyst at Bernstein Research., She cut costs at Hewlett Packard Enterprise, which sells computer servers and data storage, networking, software and technology services to corporate customers, and pursued partnerships and deals to compete with larger rivals like IBM, Oracle, Cisco and Dell., The payroll shrank to about 60,000 employees from about 210,000.In a $13.5 billion transaction completed this year, for example, Hewlett Packard Enterprise combined its services business with Computer Sciences Corporation to create a separate company, listed on the New York Stock Exchange, called DXC Technology., At Hewlett-Packard, Ms. Whitman tried to revive growth, but it was an uphill struggle, so she split the company in 2014., The Hewlett Packard Enterprise that has emerged, Ms. Whitman said this year, will be a streamlined company with “a crystal-clear mission” to help its business customers achieve the payoff from new technologies, including cloud computing, data analytics and the internet of things.]",https://www.nytimes.com/2017/11/21/technology/meg-whitman-hewlett-packard.html
320,F.C.C. Plans Net Neutrality Repeal in a Victory for Telecoms - The New York Times,"[The big companies that provide internet access to phones and computers have fought for years against broadband regulations., Pai said the current rules had been adopted to stop only theoretical harm., The Federal Communications Commission released a plan on Tuesday to dismantle landmark regulations that ensure equal access to the internet, clearing the way for internet service companies to charge users more to see certain content and to curb access to some websites., say the repeal proposal would allow telecom companies to play favorites by charging customers for accessing some sites or by slowing speeds to others., And consumers, the online companies say, may see their costs go up if, for example, they want high-quality access to popular websites like Netflix, a company that depends on fast connections for its streaming videos.]",https://www.nytimes.com/2017/11/21/technology/fcc-net-neutrality.html
321,Were You a Victim of Russian Propaganda? Facebook Will Help You Find Out - The New York Times,"[For now, the tool may only be able to help you if you chose to follow one of the accounts or pages set up by Russian agents on Instagram or Facebook., On Election Day itself, about 10 million people saw ads purchased by the Kremlin on Facebook, the company has said., you added on Instagram was secretly being run by Russia’s troll army., The social media giant, along with Twitter and Google, were grilled by lawmakers on Capitol Hill several weeks ago about their role in the election and the unintended consequences of their technology., The social network is trying to assuage critics who said Facebook did not do enough to stop Russian propaganda from spreading on its platform ahead of the 2016 presidential election.]",https://www.nytimes.com/2017/11/22/technology/facebook-russia-propaganda.html
322,"FCC net neutrality process ‘corrupted’ by fake comments and vanishing consumer complaints, officials say - The Washington Post","[As the Federal Communications Commission prepares to dismantle its net neutrality rules for Internet providers, a mounting backlash from agency critics is zeroing in on what they say are thousands of fake or automated comments submitted to the FCC that unfairly skewed the policymaking process., But Internet providers have also spent significant time and money lobbying for the regulations to be reversed., Public comments play an important role at the FCC, which typically solicits feedback from Americans before it votes to make significant policy changes., It was particularly chilling to see these spam comments all in one place, as they are exactly the type of policy arguments and language you expect to see in industry comments on the proposed repeal,” said Jeff Kao, a data scientist who published a study of the pro-repeal comments Thursday, in a blog post., The most suspicious activity has been by those supporting Internet regulation,"" said Hart.]",https://www.washingtonpost.com/news/the-switch/wp/2017/11/24/fcc-net-neutrality-process-corrupted-by-fake-comments-and-vanishing-consumer-complaints-officials-say/
323,Ka-ching: Why this year’s top tech gifts cost about a grand - The Washington Post,"[And there's a greater chance for buyer's remorse when you're spending a desktop's worth of money on a smartphone that — no matter its sophistication or cost — will always have an on-screen keyboard prone to typos., Compare those prices against the average amount that U.S. adults plan to spend on tech gifts this year: $478, according to the Consumer Technology Association, a tech industry lobbying group., And Microsoft's Surface Book 2, which has a detachable 13-inch screen that makes a tablet out of your laptop, remains $1,500 to start — unless you're tempted to buy the new $2,499 15-inch model., So this is a year to shop around more than ever and think about how badly you want the newest features, and whether you can wait for some of them to trickle down a tier., There's also the fact that, with their higher prices, these mobile devices are competing with desktops that can simply offer more bang for their buck in productivity.]",https://www.washingtonpost.com/news/the-switch/wp/2017/11/22/its-a-grand-time-to-be-a-tech-consumer-as-in-everything-now-costs-a-grand/
324,Vikings Top Lions and Tighten Grip on N.F.C. North - The New York Times,"[Keenum, undrafted out of Houston in 2012, is suddenly 7-2 this season after going 9-15 in his time with the Houston Texans and the Rams.“I want to be great, and I have confidence in myself that I can be great,” he said., Kyle Rudolph.“Case is amazing because he does so many small things to pick up first downs and keep drives alive,” Rudolph said.“Every time he finds a way to convert another third down, it means we’ve got three more plays to attack the defense., Griffen had two sacks for the Vikings, tying his career high with 12 on the season., With the number of big-play guys we’ve got now, we can do a lot of damage with those three plays.”Detroit (6-5) made mistakes in every phase of the game, and Minnesota took advantage., Looking like a savvy winner instead of a journeyman, he picked apart Detroit’s defense with his arm and made plays with his legs to help the Minnesota Vikings beat the Lions, 30-23, on Thursday.]",https://www.nytimes.com/2017/11/23/sports/football/vikings-lions-thanksgiving.html
325,His Eye Makeup Is Way Better Than Yours - The New York Times,"[I felt like a clown., Alan Macias (473,000 followers) is 19., Hailed by Marie Claire as the “beauty boys of Instagram,” the early male pioneers, like Patrick Simondac (@PatrickStarrr), Jeffree Star (@jeffreestar) and Manny Gutierrez, (@MannyMua733), have transcended niche to become juggernauts with millions of followers., Since convincing his mother to start his account in May, young Mr. Bennett, who lives in Berkshire, England, has amassed 331,000 followers and attracted the attention of brands like MAC and NYX, which have offered products to create looks., And it’s beauty]",https://www.nytimes.com/2017/11/22/style/his-eye-makeup-is-way-better-than-yours.html
326,Nebraska Fires Mike Riley After 4-8 Record in His Third Season - The New York Times,"[Riley was under contract through February 2021 and is due a buyout of more than $6.6 million.“Mike Riley has brought tremendous professionalism and energy to the Nebraska football program, but unfortunately, those attributes have not translated to on-field success,” Moos said in a statement., The four wins were the program’s fewest since going 3-6-1 in 1961.Central Florida’s head coach, Scott Frost, who was the quarterback on the 1997 Nebraska team that split the national championship with Michigan, is the popular choice of the fans to replace Riley., After a thorough review of all aspects of our football program, I have chosen to move in a different direction.”The Cornhuskers finished the season 4-8 after a 56-14 loss at home to Iowa on Friday., Lee struggled with interceptions, and the defenders didn’t take to Diaco’s 3-4 system., — Nebraska has fired its head football coach, Mike Riley, after three seasons in which he was unable to return the Cornhuskers to national prominence, let alone make them a factor in the Big Ten.]",https://www.nytimes.com/2017/11/25/sports/ncaafootball/nebraska-mike-riley-fired.html
327,Transforming Rich Text Into a PDF - The New York Times,"[A rich text format (R.T.F.) file is a popular format because it allows you to get basic font style and some images and yet is still compatible with many word-processing applications., Recent versions of the Window and Mac operating systems allow you to save open files on your screen as PDF documents with a setting in the standard Print dialogue box., In the box, under Printer, select Microsoft Print to PDF and click the Print button to save a copy of the R.T.F. file as a PDF to your computer., You can find a number of utilities online (like CutePDF), and Microsoft Office programs also have their own PDF-creation tools., If you just want a simple conversion, you may not need to get any extra software for the job.]",https://www.nytimes.com/2017/11/21/technology/personaltech/rich-text-rtf-pdf.html
329,"A look at Trump’s on-again, off-again love affair with Time magazine - The Washington Post","[November 25, 2017    , Time, for example, has frequently featured unflattering photo illustrations of Trump, both when he was a candidate and as president.   , During a September 2015 interview with CBS’s Scott Pelley in Trump’s Manhattan penthouse, Pelley took note of magazines stacked on Trump’s desk and pictures hanging on the walls of his office. , — TIME (@TIME), ”]",https://www.washingtonpost.com/news/the-fix/wp/2017/11/25/a-look-at-trumps-on-again-off-again-love-affair-with-time-magazine/?utm_term=.00fca84c37f0
330,Ex-Maryland basketball player Jaylen Brantley becomes part of NCAA debate over EKG testing - The Washington Post,"[And they certainly wouldn’t talk about the news that was delivered earlier that afternoon, when a doctor at Massachusetts General Hospital told Brantley that he had hypertrophic cardiomyopathy, a condition in which heart muscles become abnormally thick and can make it difficult for the heart to pump blood., The NCAA’s chief medical officer, Brian Hainline, recommended in 2015 that all college basketball players be given EKGs — only to later backtrack on that announcement and draw protest from more than 100 team physicians across the NCAA.   , “, In a statement to The Washington Post this past week, Hainline stood by the report.  ,  On the September night his basketball career ended, Jaylen Brantley arrived at his mother’s home in Springfield, Mass., for a family dinner that seemed to have only one rule: There would be no discussion of the sport that had defined his life for 24 years.  ]",https://www.washingtonpost.com/sports/colleges/a-heart-condition-ended-his-college-basketball-career-it-took-transferring-to-discover-it/2017/11/25/652e5070-cc91-11e7-8321-481fd63f174d_story.html?tid=pm_sports_pop
331,"For Renault’s F1 Team, 2017 Has Been a Very Long Year - The New York Times","[’s a good lineup, on and off track, with their approach to the team, they are hard workers, dedicated, very committed, and I think they like a challenge of being part of a team that is growing, that still needs to build,” Abiteboul said.“Carlos, in particular, is into the details on the mechanical side, which has been very impressive., “, Given the points Abiteboul feels have been lost because of unreliability, Renault could have been fifth in the standings., “, The introduction of sweeping changes to the aerodynamics of the cars for this year has played a part.“This has been the first proper car under Renault’s ownership,” Abiteboul said in an interview.]",https://www.nytimes.com/2017/11/24/sports/autoracing/renault-f1-disappointing-2017.html
332,Lamar Jackson involved in serious brawl during Louisville-Kentucky game - The Washington Post,"[An extended look video of the Kentucky and Louisville Lamar Jackson fight pic.twitter.com/wpRSQAy17E — Dov Kleiman (@NFL_DovKleiman) November 25, 2017    Jackson, the defending Heisman Trophy winner who’s been mounting a pretty good case to become the first repeat winner since Archie Griffin in 1975, received an unsportsmanlike conduct penalty after he retaliated against Kentucky linebacker Jordan Jones, who also was flagged for the same penalty., Chip Kelly, UCLA both are getting what they want — and need Razorbacks’ Bret Bielema says he was fired as he left the field following loss to Missouri Pittsburgh upset throws a wrench into Miami’s College Football Playoff hopes Dan Mullen is a wanted man once again, and Mississippi State reportedly wants it to stop UCLA football has what Chip Kelly needs, without the pitfalls of the SEC, Kentucky’s band perhaps engaged in a little Louisville trolling at halftime with a reference to the school’s basketball recruiting scandal:   Kentucky's band had some interesting formations during halftime of today's game against rival Louisville., Louisville-Kentucky doesn’t get the rivalry-week love that Ohio State-Michigan or Alabama-Auburn get, but there’s plenty of animus involved in the battle for the Governor’s Cup., That hate was on full display early in Saturday’s game, when Louisville quarterback Lamar Jackson was involved in a scrap that lasted a couple of minutes.   ]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/25/lamar-jackson-involved-in-serious-brawl-during-louisville-kentucky-game/
333,"Up nine late, Wizards get stung on road by Hornets - The Washington Post","[The 6-foot-11 center renewed acquaintances with Clifford, who served as an assistant with the Orlando Magic during Gortat’s first three seasons in the NBA., —, The Washington Wizards played for the third time in four days Wednesday night, and before tip-off, Coach Scott Brooks indicated fatigue was all but inevitable, though he wasn’t about to offer it as an excuse for poor execution., It’s a mistake., “]",https://www.washingtonpost.com/sports/up-nine-late-wizards-get-stung-on-road-by-hornets/2017/11/22/def1874c-cfc0-11e7-81bc-c55a220c8cbe_story.html
334,"For Ryan Kerrigan, NBC’s postgame turkey is a dream come true - The Washington Post","[Ryan Kerrigan eats., The field had a dirt mohawk, and the teams needed more than 38 minutes to score a touchdown, and Washington’s timeout-into-delay-of-game sequence was still more appealing than about two dozen things the Giants did on offense., And he’s not just riding along., ”   .@KirkCousins8, I sure did, between my three servings of FedEx Field press box mashed potatoes mixed with some sort of corn casserole that I probably shouldn’t have been eating after 10 p.m.]",https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/11/24/for-ryan-kerrigan-nbcs-postgame-turkey-is-a-dream-come-true/
335,Arkansas’ Bret Bielema says he was fired as he left the field following loss - The Washington Post,"[he learned he won’t be back for a sixth season with the Hogs, he said., — Bruce Feldman (@BruceFeldmanCFB) November 25, 2017    , Ole Miss went through the season with Matt Luke as its interim coach after Hugh Freeze’s forced resignation, and the Rebels will likely make a big-name hire., Fans in Wisconsin must be dripping in schadenfreude., From Bielema to Frost to Riley, coaches took center stage on Friday]   ]",https://www.washingtonpost.com/news/sports/wp/2017/11/24/arkansas-bret-bielema-says-he-was-fired-as-he-left-the-field-following-loss/?utm_term=.221778804126
336,No place like a (smart) home - The Washington Post,"[Smart” used to be mostly applied to devices in the entertainment console, but now you can kit out essentially every part of your home, from the lights in your entryway to your bed., Locks, such as those from August or Yale, let you decide who can enter your home with the swipe of a smartphone., According to the tech industry lobbying group, the Consumer Technology Association, one-third of Americans have plans to purchase a smart home device of some kind this holiday season., There are practical tips you can take, namely setting up strong passwords for your devices when possible, and choosing devices that require you to use them., Hubs such as Google’s Home, Amazon’s Echo or the forthcoming Apple HomePod (due in 2018) are essentially the field generals for every other gadget in your home.]",https://www.washingtonpost.com/classic-apps/2017/11/22/0d42f556-cb28-11e7-aa96-54417592cf72_story.html
337,Ohio State Rallies Past Michigan; J.T. Barrett Injured in Sideline Incident - The New York Times,"[“, remember he was wearing something gray, and he continued to walk,” Barrett said., — Dwayne Haskins replaced the injured quarterback J.T. Barrett in the third quarter and led No. 8 Ohio State from behind to beat Michigan, 31-20, on Saturday in Ann Arbor for the Buckeyes’ sixth consecutive win in their rivalry., “, Barrett said his knee had twisted when an unidentified male tried to squeeze by him before the game, making contact with his leg and aggravating a problem he had been playing through.]",https://www.nytimes.com/2017/11/25/sports/ncaafootball/ohio-state-michigan-jt-barrett-.html
338,"Chip Kelly will be remembered as a failed NFL coach. In truth, he was a decent coach and a failed NFL GM. - The Washington Post","[Then came Kelly’s mistake, convincing Eagles owner Jeffrey Lurie that if he was going to cook the meals, in the words of Bill Parcells, he should be allowed to shop for the groceries as well., And if it does, Kelly should not listen., “Chip had a vision of exactly how he thought we could get from good to great,” Lurie said after turning over control of the Eagles’ roster construction to Kelly in 2015., He takes his place alongside Lou Holtz, Steve Spurrier, Nick Saban and others among the highly successful college coaches who could not make it work on Sundays., His jump to the NFL seemed, like Spurrier’s, in part a lab experiment to see if his ideas about how to run an offense would work at the next level.]",https://www.washingtonpost.com/news/sports/wp/2017/11/26/chip-kelly-will-be-remembered-as-a-failed-nfl-coach-in-truth-he-was-a-decent-coach-and-a-failed-nfl-gm/?tid=pm_sports_pop
339,College football winners and losers: Two-loss Auburn is one step from a stellar playoff case - The Washington Post,"[Alabama (11-1, 7-1 SEC) will need some 2016 Ohio State-style clemency from the playoff selection committee, and it’s fair to wonder whether that will be forthcoming for a team whose most notable victories came against Louisiana State, Mississippi State and … Fresno State?, The Miners (0-12, 0-8 Conference USA) failed to record a victory for the first time since going 0-11 in 1973., Ohio State (10-2, 8-1 Big Ten), already ensured a place in the conference title game, kept its hopes of reaching the playoff intact and also remained perfect under Urban Meyer in six meetings with the Wolverines., The biggest losers in this?, The Jeff Tedford-engineered turnaround hit another peak as quarterback Marcus McMaryion (who is enjoying more success with the Bulldogs than he ever did at Oregon State) threw for 332 yards and two touchdowns in a 28-17 victory over Boise State.]",https://www.washingtonpost.com/news/sports/wp/2017/11/25/college-football-winners-and-losers-its-a-bit-of-both-for-j-t-barrett-and-ohio-state/
340,"Trump played golf with Jack Nicklaus the day after hosting Tiger Woods, Dustin Johnson - The Washington Post","[Like Woods, Nicklaus has partnered with the president’s business on golf courses, designing the Trump Golf Links at Ferry Point course in the Bronx and the Jack Nicklaus Villa at Trump National Doral Golf Club., Trump came to Washington in 2015 when Nicklaus was honored with a Congressional Gold Medal, and the golfing great was supportive of Trump the candidate. , He’s a fun guy to joke around with., Nicklaus, 77, joined the president at Trump International Golf Club in West Palm Beach, which is near his Mar-a-Lago estate., President Trump followed his Friday date with Tiger Woods, Dustin Johnson and Brad Faxon with a Saturday outing with Jack Nicklaus.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/26/trump-played-golf-with-jack-nicklaus-the-day-after-hosting-tiger-woods-dustin-johnson/
341,Cyber Monday deals 2017 - The Washington Post,"[, “people want free, two-day shipping on everything,” said Natalie Kotlyar, head of the retail practice at consulting firm BDO., Most shoppers — 65 percent —  also said they should be able to receive free expedited shipping in the week leading up to Christmas., “, But if the kids on your list just want a scooter, any scooter, this could be a good day to see what’s available., Dell, meanwhile, is advertising the “lowest prices ever,” with hourly doorbusters between 8 a.m. and 8 p.m.      ]",https://www.washingtonpost.com/news/business/wp/2017/11/27/cyber-monday-guide-5-things-to-look-for-as-you-shop/?tid=pm_business_pop
342,Here’s all the Grey Cup awesomeness you missed the first time around - The Washington Post,"[The CFL’s championship game was full of awesomeness, but you’re in luck because we’ve rounded up the best parts and delivered them to you here in a nice, neat, delightfully maple syrup-flavored package., The Los Angeles Rams aren’t [bleeping] going 7-9 In Dan Mullen, Florida gets nice consolation prize after losing out on Chip Kelly Aqib Talib, Michael Crabtree are still fighting over the receiver’s necklace, 2017    The Argos were losing late in the fourth quarter, and the Stamps were driving deep downfield for another score, when wide receiver Kamar Jorden fumbled., According to some reports, it was the most snow for a Grey Cup since 1996, and it says here that there was way more snow than we’ve ever seen in a Super Bowl., Pitting the heavily favored Calgary Stampeders against the Toronto Argonauts, the 105th Grey Cup was held at Ottawa’s TD Place Stadium, where there was snow.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/27/heres-all-the-grey-cup-awesomeness-you-missed-the-first-time-around/?utm_term=.64856dceb37c
343,TV and radio listings: November 27 - The Washington Post,"[Fox Sports 1   9 p.m. Wisconsin at Virginia » ESPN2, WWRC (1260 AM)   SOCCER   , Dallas at San Antonio » NBA TV   MEN’S COLLEGE BASKETBALL   7 p.m., Houston at Baltimore » ESPN, WWDC (104.7 FM)   NBA  8:30 p.m., » ESPNU  7 p.m. South Carolina at Florida International, » ESPN2, WTEM (980 AM)  7 p.m.]",https://www.washingtonpost.com/sports/tv-and-radio-listings-november-27/2017/11/27/5096f8b6-d32f-11e7-b62d-d9345ced896d_story.html
344,"Among elite American skiers, there is Mikaela Shiffrin and . . . anyone else? - The Washington Post","[Yes, yes, yes — and more.  , Bode Miller will be in PyeongChang — but as a commentator for NBC., “, Shiffrin is not among Shaw’s worries., ” said Shaw, the president and chief executive of the U.S. Ski and Snowboard Association.  ]",https://www.washingtonpost.com/sports/olympics/among-elite-american-skiers-there-is-mikaela-shiffrin-and--anyone-else/2017/11/26/76695cc8-d2da-11e7-b62d-d9345ced896d_story.html
345,Florida hires Dan Mullen as head football coach after missing out on Chip Kelly - The Washington Post,"[“, ”, Since Urban Meyer left Florida in 2010, the school has annually underachieved on offense, most recently under Jim McElwain, who was let go in October., ”   , I strongly believe Dan is the most prepared candidate to have immediate and long-term success at the University of Florida,” said Florida Athletic Director Scott Stricklin, who held the same job at Mississippi State during seven of Mullen’s years there.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/26/in-dan-mullen-florida-gets-nice-consolation-prize-after-losing-out-on-chip-kelly/
346,"A healthy scratch last week, rookie Jakub Vrana has played himself back into the top six - The Washington Post","[That night in Denver that Vrana was out of the lineup, Trotz said he “asked him to look for a couple things in that game — and not what would be effective for him, but what’s effective in our league., ”, It just needs a little shot there just to get their attention, so that he understands you’re on his side., …, I think he trusts our staff and myself that we want him to be the player he can be.]",https://www.washingtonpost.com/news/capitals-insider/wp/2017/11/26/a-healthy-scratch-last-week-rookie-jakub-vrana-has-played-himself-back-into-the-top-six/?utm_term=.aab8bed59318
347,Packers: Helmet-to-helmet hit on Brett Hundley helped derail final drive against Steelers - The Washington Post,"[Aaron Rodgers casually throwing 35-yard passes., The Green Bay Packers came close, so very close to upsetting the Pittsburgh Steelers on Sunday night and, if you ask Mike McCarthy, a late helmet-to-helmet hit on quarterback Brett Hundley was one big reason they  fell short., It might affect how you’re going to call the second play, too., Appears to be trending in the right direction with that collarbone #packers, That’s where we were.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/27/packers-helmet-to-helmet-hit-on-brett-hundley-helped-derail-final-drive-against-steelers/?tid=pm_sports_pop
348,"At 29, Redskins QB Kirk Cousins dreams of ending his career 'on my terms' - The Washington Post","[”, I hope, That list includes Patriots quarterback Tom Brady, who at 40 years old has thrown 26 touchdown passes this season – the most by a quarterback after turning 40 in NFL history., ‘it’s all about Sean T’]   , Cousins, 29, is slated to become an unrestricted free agent once again, unless Washington decides to slap the franchise tag for a third consecutive offseason or agree to a long-term deal with their three-year starter.]",https://www.washingtonpost.com/news/football-insider/wp/2017/11/26/at-29-redskins-qb-kirk-cousins-dreams-of-ending-his-career-on-my-terms/
349,Fantasy football Week 12 top takeaways: That’s why you draft Julio Jones in the first round - The Washington Post,"[As Alvin Kamara showed again Sunday, he is a far more explosive talent, but as his 11 touches (for 188 yards and two TDs) to Ingram’s 13 (for 36 scoreless yards) showed, New Orleans is content to keep its eye-popping rookie in a limited role, even while falling behind in an important game.   , you missed the first time around Greg Schiano’s history at Penn State may have cost him Tennessee job, X-rays were reportedly negative, and the Panthers TE is tentatively expected to play in Week 13, but it’s a blow to those who hoped he would immediately return to being a lineup mainstay., It’s not too shocking that Alex Smith has returned to his cautious-to-a-fault ways after showing unusual downfield tendencies in the early going, but Hunt’s run of futility is a bit more perplexing., : Continuing the theme of disappointment, we have Kareem Hunt.]",https://www.washingtonpost.com/news/sports/wp/2017/11/27/fantasy-football-week-12-top-takeaways-thats-why-you-draft-julio-jones-in-the-first-round/
350,"A healthy scratch last week, rookie Jakub Vrana has played himself back into the top six - The Washington Post","[That night in Denver that Vrana was out of the lineup, Trotz said he “asked him to look for a couple things in that game — and not what would be effective for him, but what’s effective in our league., ”, It just needs a little shot there just to get their attention, so that he understands you’re on his side., …, I think he trusts our staff and myself that we want him to be the player he can be.]",https://www.washingtonpost.com/news/capitals-insider/wp/2017/11/26/a-healthy-scratch-last-week-rookie-jakub-vrana-has-played-himself-back-into-the-top-six/
351,Initial Coin Offerings Horrify a Former S.E.C. Regulator - The New York Times,"[But Mr. Grundfest’s words could carry more weight, both because he is close to the technology world near Stanford and because he knows what it takes to bring federal securities cases., Joseph Grundfest, who was a commissioner at the S.E.C. in the 1980s and is now a law and business professor at Stanford, said he had been contacting current commission officials and staff to urge them to bring cases, and fast.“I.C.O.s represent the most pervasive, open and notorious violation of federal securities laws since the Code of Hammurabi,” Mr. Grundfest said in an interview.“It, The agency has also warned that at least some coins being sold could be considered securities, and would be in violation of securities law if not registered with the authorities — and few are., “, Most start-ups say the coins they are selling will be useful as a method of payment in the online services they are building.]",https://www.nytimes.com/2017/11/26/business/initial-coin-offering-critic.html
352,Nearly 80-foot Christmas tree expected to arrive today at the U.S. Capitol - The Washington Post,"[That tree died after a severe storm and root damage but the tradition of a tree on the Capitol grounds continued.   , — on the left is the one outside the White House and on the right is the one outside the U.S. Capitol., The U.S. Department of Agriculture Forest Service provides a tree each year from a different state., The ornaments that will decorate the tree are handmade and come from different parts of Montana., A nearly 80-foot tall Christmas tree is set to arrive Monday at the grounds of the U.S. Capitol from Montana.]",https://www.washingtonpost.com/news/local/wp/2017/11/27/nearly-80-foot-christmas-tree-expected-to-arrive-today-at-the-u-s-capitol/?utm_term=.71f186d48742
353,The Patriots are playing just as well as everybody thought they would - The Washington Post,"[But after one score Sunday, he spoke into a camera on the sideline, pleading for Pro Bowl votes., The Patriots have not allowed more than 17 points in a game since the Panthers scored 33, and they have yielded 13.1 per game during their seven-game winning streak — including the seven the Dolphins scored on defense, after a botched snap., Since a 33-30 humbling at home to the Carolina Panthers in Week 4, the Patriots have reeled off seven consecutive victories behind the unsurprising brilliance of Tom Brady and the surprising stinginess of their defense., The first four weeks of the New England Patriots’ season may have been a mirage, or a necessary cleaning of blotches, or a rough patch best dismissed as fluke, or some combination thereof., They have become the runaway favorite, in a terrible conference, to reach their seventh consecutive AFC championship game and to win the conference for the eighth time in 17 years.]",https://www.washingtonpost.com/news/sports/wp/2017/11/27/the-patriots-are-playing-just-as-well-as-everybody-thought-they-would/?tid=pm_sports_pop
354,Kansas City Chiefs need to consider moving from Alex Smith to Patrick Mahomes at QB. - The Washington Post,"[Read more on the NFL: The Los Angeles Rams aren’t [bleeping] going 7-9 Aqib Talib, Michael Crabtree are still fighting over the receiver’s necklace Attention playoff contenders: Cowboys drop Darren McFadden in shake-up NFL Week 12:, That division lead is now down to one game over the Los Angeles Chargers, who started the season 0-4, and the Oakland Raiders, regarded by some as one of the league’s most disappointing teams this season., (Michael Ainsworth/AP)  There was a time this season when a good case could be made for Alex Smith being the front-runner for MVP., He wants to stick with Smith through the end of this season, ride out the tough times and then reevaluate his quarterback situation in the offseason., The Chiefs lost, 16-10, at home to the Buffalo Bills on Sunday, and are 1-5 since starting the season 5-0.]",https://www.washingtonpost.com/news/sports/wp/2017/11/27/the-chiefs-need-to-consider-moving-from-alex-smith-to-patrick-mahomes-at-quarterback/
355,Here’s What We Learned in N.F.L. Week 12 - The New York Times,"[The Bengals came into the game with the worst rush offense in the N.F.L., having reached 100 yards only once before Sunday., We had some critical third-down conversions on drives, so there were some good things going on there., Jamaal William ran for 66 yards, including a 4-yard leap into the end zone with 2:02 that tied it at 28.“I just want to give this team an opportunity to win,” Hundley said., Jones turned in one of the best games of his career, hauling in 12 passes for 253 yards and two touchdowns, and the host Falcons won their third in a row with a 34-20 victory over the Tampa Bay Buccaneers.“The goal is to get better as you’re playing,” Coach Dan Quinn said., Their abilities and the way they can dominate the line of scrimmage is huge.”This was far from a dominant performance, though.]",https://www.nytimes.com/2017/11/26/sports/nfl-week-12-eagles-falcons-raiders.html
356,A flat-Earther’s plan to launch himself in a homemade rocket has been postponed — again - The Washington Post,"[It took the entire weekend to level the launch vehicle, he told The Post in text messages Monday., It is brutal here,” Hughes said in a text message., And it would likely take another one to two days to move the ramp to “launch position,” he said., ., That was according to his original plan, which had been to launch himself 1,800 feet high last Saturday in his homemade scrap-metal rocket over Amboy, Calif., an unincorporated community in the Mojave Desert along historic Route 66.]",https://www.washingtonpost.com/news/speaking-of-science/wp/2017/11/27/a-flat-earthers-plan-to-launch-himself-in-a-homemade-rocket-has-been-postponed-again/?utm_term=.bc17e9abb704
357,Packers: Helmet-to-helmet hit on Brett Hundley helped derail final drive against Steelers - The Washington Post,"[Aaron Rodgers casually throwing 35-yard passes., The Green Bay Packers came close, so very close to upsetting the Pittsburgh Steelers on Sunday night and, if you ask Mike McCarthy, a late helmet-to-helmet hit on quarterback Brett Hundley was one big reason they  fell short., It might affect how you’re going to call the second play, too., Appears to be trending in the right direction with that collarbone #packers, That’s where we were.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/27/packers-helmet-to-helmet-hit-on-brett-hundley-helped-derail-final-drive-against-steelers/
358,‘Our fans are better than that’: 49ers chide fans who seemed to cheer C.J. Beathard’s injury - The Washington Post,"[(John Hefti/Associated Press)  San Francisco 49ers fans earned the ire of several players Sunday when, in their zeal to see Jimmy Garoppolo take the field, they cheered before the injured C.J. Beathard had been escorted to the sideline., But at the same time, you can’t do that., I’m disappointed in our fans., We’ll watch this tape tomorrow, work with him Monday and Tuesday and see what happens in practice for Wednesday., Let him know you’re all behind him.]",https://www.washingtonpost.com/news/early-lead/wp/2017/11/27/our-fans-are-better-than-that-49ers-chide-fans-who-seemed-to-cheer-for-c-j-beathards-injury/
359,Leandra English of CFPB sues Trump to block Mick Mulvaney for head of watchdog agency - The Washington Post,"[English has served in various positions within the CFPB, the Office of Personnel Management and the Office of Management and Budget., “, Remember, this was the agency that fined Wells Fargo $100 million for defrauding the people who were creating phony accounts,” he said.,       The White House and the Consumer Financial Protection Bureau are at odds over who should lead the watchdog agency as its acting director: its former director's chief of staff, Leandra English, or White House Budget Director Mick Mulvaney, who has called the bureau ""a sick joke."", It’s a watchdog agency.]",https://www.washingtonpost.com/news/business/wp/2017/11/26/who-is-leandra-english-the-woman-at-the-center-of-a-white-house-battle-for-control-of-the-cfpb/?tid=pm_business_pop
360,The Chicago Bulls are embracing rebuilding mode - The Washington Post,"[For years, the Chicago Bulls have been defined by the drama constantly surrounding them., But despite all the drama, they have also won plenty of games., “, You have to try to keep things positive, especially when you’re going through a tough stretch., I knew it’s not going to be easy.]",https://www.washingtonpost.com/news/sports/wp/2017/11/27/the-drama-and-the-wins-are-gone-in-chicago-as-bulls-embrace-rebuilding/
